
timestamp,run_name,checkpoint_name,checkpoint_step,method,budget_type,budget,overall_accuracy,top_1_shape_accuracy,top_1_accuracy,top_1_pixel_correctness,top_2_shape_accuracy,top_2_accuracy,top_2_pixel_correctness,subspace_enabled,subspace_dim,ga_step_length,trust_region_radius
2025-08-25 18:45:26,e2zys3l4,grateful-haze-204--checkpoint:v4,4,gradient_ascent,budget,60,0.75,0.75,0.0,0.1804,0.75,0.0,0.1829,False,,,
2025-08-25 18:49:02,e2zys3l4,grateful-haze-204--checkpoint:v4,4,gradient_ascent,budget,70,0.75,0.75,0.0,0.2225,0.75,0.0,0.2252,False,,,
2025-08-25 18:52:40,e2zys3l4,grateful-haze-204--checkpoint:v4,4,gradient_ascent,budget,80,0.75,0.75,0.0,0.2225,0.75,0.0,0.223,False,,,
2025-08-25 18:56:16,e2zys3l4,grateful-haze-204--checkpoint:v4,4,gradient_ascent,budget,90,0.75,0.75,0.0,0.223,0.75,0.0,0.2231,False,,,
2025-08-25 18:59:53,e2zys3l4,grateful-haze-204--checkpoint:v4,4,gradient_ascent,budget,100,0.75,0.75,0.0,0.2222,0.75,0.0,0.2228,False,,,
2025-08-25 19:02:44,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,0,0.55,0.55,0.0,0.1607,0.55,0.0,0.1622,True,32,0.5,
2025-08-25 19:06:09,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,10,0.6,0.6,0.0,0.1598,0.6,0.0,0.1607,True,32,0.5,
2025-08-25 19:09:39,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,20,0.65,0.65,0.0,0.1989,0.65,0.0,0.2013,True,32,0.5,
2025-08-25 19:13:26,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,30,0.65,0.65,0.0,0.1988,0.65,0.0,0.1998,True,32,0.5,
2025-08-25 19:17:27,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,40,0.65,0.65,0.0,0.2285,0.65,0.0,0.229,True,32,0.5,
2025-08-25 19:21:36,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,50,0.65,0.65,0.0,0.1509,0.65,0.0,0.157,True,32,0.5,
2025-08-25 19:25:41,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,60,0.65,0.65,0.0,0.1544,0.65,0.0,0.1551,True,32,0.5,
2025-08-25 19:29:59,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,70,0.65,0.65,0.0,0.1594,0.65,0.0,0.1604,True,32,0.5,
2025-08-25 19:34:21,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,80,0.7,0.7,0.0,0.1714,0.7,0.0,0.1772,True,32,0.5,
2025-08-25 19:38:56,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,90,0.7,0.7,0.0,0.1735,0.7,0.0,0.1759,True,32,0.5,
2025-08-25 19:43:35,e2zys3l4,grateful-haze-204--checkpoint:v5,5,evolutionary_search,budget,100,0.65,0.65,0.0,0.1554,0.65,0.0,0.1637,True,32,0.5,
2025-08-25 19:46:00,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,0,0.55,0.55,0.0,0.1562,0.55,0.0,0.1562,False,,,
2025-08-25 19:49:26,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,10,0.7,0.7,0.0,0.1656,0.7,0.0,0.1727,False,,,
2025-08-25 19:52:53,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,20,0.7,0.7,0.0,0.1711,0.7,0.0,0.176,False,,,
2025-08-25 19:56:23,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,30,0.7,0.7,0.0,0.1696,0.7,0.0,0.1825,False,,,
2025-08-25 19:59:53,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,40,0.75,0.75,0.0,0.1861,0.75,0.0,0.1885,False,,,
2025-08-25 20:03:28,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,50,0.7,0.7,0.0,0.1812,0.7,0.0,0.2098,False,,,
2025-08-25 20:07:01,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,60,0.75,0.75,0.0,0.1933,0.75,0.0,0.2256,False,,,
2025-08-25 20:10:37,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,70,0.7,0.7,0.0,0.2103,0.7,0.0,0.2529,False,,,
2025-08-25 20:14:12,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,80,0.7,0.7,0.0,0.175,0.7,0.0,0.186,False,,,
2025-08-25 20:17:50,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,90,0.75,0.75,0.0,0.1908,0.75,0.0,0.1908,False,,,
2025-08-25 20:21:27,e2zys3l4,grateful-haze-204--checkpoint:v5,5,gradient_ascent,budget,100,0.7,0.7,0.0,0.2011,0.75,0.0,0.2164,False,,,
2025-08-25 20:24:20,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,0,0.55,0.55,0.0,0.202,0.6,0.0,0.2159,True,32,0.5,
2025-08-25 20:27:45,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,10,0.55,0.55,0.0,0.202,0.6,0.0,0.2159,True,32,0.5,
2025-08-25 20:31:15,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,20,0.6,0.6,0.0,0.2204,0.65,0.0,0.2345,True,32,0.5,
2025-08-25 20:34:59,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,30,0.7,0.7,0.0,0.2659,0.7,0.0,0.2668,True,32,0.5,
2025-08-25 20:38:53,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,40,0.65,0.65,0.0,0.2491,0.7,0.0,0.268,True,32,0.5,
2025-08-25 20:43:01,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,50,0.7,0.7,0.0,0.2663,0.7,0.0,0.2674,True,32,0.5,
2025-08-25 20:47:08,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,60,0.65,0.65,0.0,0.2477,0.65,0.0,0.2486,True,32,0.5,
2025-08-25 20:51:29,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,70,0.65,0.65,0.0,0.2495,0.65,0.0,0.2549,True,32,0.5,
2025-08-25 20:55:49,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,80,0.7,0.7,0.0,0.2485,0.7,0.0,0.2501,True,32,0.5,
2025-08-25 21:00:21,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,90,0.7,0.7,0.0,0.2488,0.7,0.0,0.2493,True,32,0.5,
2025-08-25 21:05:01,e2zys3l4,grateful-haze-204--checkpoint:v6,6,evolutionary_search,budget,100,0.65,0.65,0.0,0.235,0.65,0.0,0.2378,True,32,0.5,
2025-08-25 21:07:25,e2zys3l4,grateful-haze-204--checkpoint:v6,6,gradient_ascent,budget,0,0.6,0.6,0.0,0.2149,0.6,0.0,0.2149,False,,,
2025-08-25 21:10:50,e2zys3l4,grateful-haze-204--checkpoint:v6,6,gradient_ascent,budget,10,0.65,0.65,0.0,0.2525,0.65,0.0,0.2543,False,,,
2025-08-25 21:14:18,e2zys3l4,grateful-haze-204--checkpoint:v6,6,gradient_ascent,budget,20,0.7,0.7,0.0,0.2701,0.7,0.0,0.2706,False,,,
2025-08-25 21:17:47,e2zys3l4,grateful-haze-204--checkpoint:v6,6,gradient_ascent,budget,30,0.7,0.7,0.0,0.2816,0.7,0.0,0.2821,False,,,
